EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
2270908.62,1325951.04,15862.54
98758.82,2229.52,1156.15
2248.96,2229.52,1156.15
2096221.83,3528957.09,1754.74
2248.96,2229.52,1156.15
2248.96,2229.52,41216.87
2248.96,2229.52,1156.15
486974.3,717770.22,15088.84
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
11279179.66,7433785.44,1156.15
588548.72,1505491.41,35959.32
2248.96,2229.52,4751.93
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
688302.39,514293.09,1156.15
9974674.73,3131186.96,11472.34
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,22984.4
3446532.45,2608358.38,1156.15
2248.96,2229.52,32580.44
4932279.19,49517387.11,1156.15
294700.1,389708.85,5593.08
2248.96,2229.52,35459.25
2248.96,2229.52,1156.15
1020152.07,2691307.53,1156.15
2248.96,2229.52,1156.15
18401020.75,19319393.11,1156.15
142793.69,2229.52,1156.15
276899.86,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
917456.49,1746764.91,1156.15
2248.96,2229.52,10509.55
1096933.08,810389.32,4504.9
2248.96,2229.52,1156.15
2248.96,2229.52,2832.72
2248.96,2229.52,1156.15
2248.96,2229.52,10509.55
2248.96,2229.52,52732.12
427976.21,184118.51,6615.53
373789.58,2314951.8,1166.21
2248.96,707734.03,1657.47
8297440.61,6625583.78,3687.03
2248.96,2229.52,12428.76
344599.04,3920368.85,22746.35
2669340.95,954911.85,10218.34
2323635.88,6119107.72,1156.15
2248.96,2229.52,1156.15
1774085.21,2229.52,1156.15
2359621.4,4723276.47,1156.15
545445.06,294161.16,1156.15
2248.96,2229.52,1156.15
777249.92,711181.29,1156.15
2248.96,2229.52,2832.72
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
517035.13,1414638.12,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,4751.93
737662.01,20279879.63,1156.15
2248.96,2229.52,1156.15
2809972.09,14897927.65,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
74739.8,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,17226.78
3058763.45,9879951.75,13247.93
2248.96,2229.52,36418.85
2248.96,2229.52,26822.81
2248.96,2229.52,25863.21
49981896.04,69472154.75,26699.89
433015.21,2229.52,13388.49
2248.96,2229.52,1156.15
2248.96,148483.97,21020.46
2248.96,2229.52,5711.53
2248.96,2229.52,1156.15
2248.96,2229.52,14347.96
2248.96,2229.52,1156.15
2248.96,2229.52,4751.93
2248.96,2229.52,18186.38
3325293.1,1405418.24,3363.42
303721.76,2314945.36,19398.66
2248.96,2229.52,1873.11
1888249.82,13318800.35,1156.15
51392750.58,20404085.59,18667.55
2248.96,2229.52,1156.15
