EYFP_MEFL,mKate_MEFL,EBFP2_MEFL,FSC_Eum
2248.96,17248.96,1156.15,9.98
42582.25,23497.63,16260.65,8.46
38230.58,84937.75,13363.06,9.30
928468.43,518285.09,1156.15,8.84
2248.96,2229.52,1156.15,8.56
42491.42,392102.70,1156.15,8.62
357725.69,1622368.98,1156.15,9.41
2248.96,25681.36,10502.37,9.23
22697.47,2229.52,2832.72,7.94
8673.39,2229.52,22024.80,9.15
2248.96,2229.52,2832.72,7.62
48718.07,2375.28,1156.15,8.28
4659259.72,5431811.39,185416.82,8.42
891153.12,6705044.18,22854.79,9.64
5007588.58,5792192.05,28891.43,10.05
32684.62,2229.52,33540.05,10.69
46717.62,2229.52,1156.15,9.47
1174326.82,924587.18,27500.45,10.75
2248.96,2229.52,26822.81,7.68
49806.36,161183.94,11420.55,8.36
93534.02,216252.71,1156.15,9.44
32673.58,2229.52,49853.31,9.25
2248.96,2229.52,22984.40,8.65
34708.12,2229.52,1156.15,6.84
276003.47,1211550.49,1156.15,7.70
68396.77,59474.14,17209.26,7.10
517706.55,243316.33,10435.84,8.11
58115.20,106032.62,28710.25,8.95
1931920.29,8468329.27,20396.62,7.86
4644.26,2229.52,60408.95,7.59
593317.22,1024839.58,1156.15,6.12
182771.45,360112.73,19036.57,9.49
695117.39,10191515.34,30425.55,10.50
28703.36,2229.52,1156.15,9.69
606214.28,164801.32,23894.28,7.28
1749878.39,1436683.52,1156.15,7.96
2248.96,2229.52,1156.15,8.83
47334.07,593223.54,21844.12,10.58
20324.58,61502.07,49835.12,8.54
46687.35,351623.51,55504.06,8.35
2248.96,2229.52,30661.23,7.69
38645.35,364571.96,1156.15,7.82
2248.96,29933.84,6662.66,6.49
50477.48,44731.42,1860.12,8.38
8251935.40,15650515.84,29716.55,8.02
90751.35,2229.52,2832.75,8.10
57272.71,249930.03,59373.56,7.83
1337181.02,8513319.26,42453.73,8.05
2248.96,2229.52,1156.15,8.05
82119.54,108109.92,32548.03,7.03
6366.87,57464.11,6654.24,7.33
122531.68,42446.10,23931.68,8.90
885824.38,10443325.06,40904.20,8.37
89984.37,135734.68,9509.12,9.96
72090.04,112372.56,28708.32,7.45
16693.85,2229.52,1156.15,8.78
447778.27,222246.77,1156.15,8.78
46239.69,436570.78,2699.95,8.94
417802.00,561035.38,31449.99,8.06
32546.26,27719.40,22016.97,8.07
2248.96,2229.52,1156.15,7.97
2248.96,34178.13,4742.15,7.01
2345409.23,548615.53,1156.15,8.20
2248.96,2229.52,1156.15,7.86
40445.88,48980.77,1156.15,9.81
2248.96,2229.52,1156.15,9.98
2248.96,1082618.67,4421.69,9.35
2198189.47,17931548.03,6948.47,9.33
82746.15,2229.52,1156.15,8.65
70723.41,4470.96,1156.15,9.86
28444.07,46847.33,7617.09,8.00
2511319.58,32863527.23,1156.15,9.05
4763767.08,3975227.14,12173.96,9.59
1137576.19,41275623.22,999719.01,10.31
2248.96,40577545.44,572909.25,10.28
19221.62,260807.29,1156.15,8.78
56725.55,2229.52,1156.15,8.31
2248.96,2229.52,1873.11,10.13
366310.88,1870115.75,13777.01,10.34
2248.96,262944.11,1156.15,9.53
2248.96,838910.78,35203.46,8.48
2248.96,188747.59,16210.14,8.73
2248.96,53236.60,5695.93,9.02
32161.60,97704.33,1156.15,9.06
36474.73,38215.72,43125.02,8.57
770638.85,1164312.60,33184.80,8.29
12269.76,74369.80,14325.89,10.75
1260778.97,5421231.79,1156.15,9.03
176603.23,3545644.82,22860.89,7.44
461045.65,2229.52,1156.15,7.44
582632.63,1143461.17,1156.15,10.67
2248.96,2229.52,1156.15,7.86
6849295.99,3994279.55,14087.34,8.05
124170.89,101598.56,59418.89,9.64
2248.96,2229.52,1156.15,8.75
2248.96,15130.90,1156.15,8.09
30704.94,2229.52,1156.15,8.19
48719.21,2229.52,1156.15,9.09
6611414.66,18244079.53,666099.93,10.58
580319.45,846925.37,3534.13,8.60
2248.96,743610.27,32353.78,8.81
44690.73,6615.47,1156.15,8.27
66172.73,99764.31,6641.31,8.52
34590.59,21404.06,12422.88,8.14
1886800.53,7252521.18,42839.11,10.70
81242.68,963815.01,29407.67,8.38
324703.41,42314.18,6658.87,8.40
698448.54,1890930.01,20487.86,8.12
2592.00,17216.83,8585.75,8.51
30590.67,373052.35,1156.15,7.68
20647.54,10876.01,1156.15,7.16
140359.66,425790.84,24774.11,8.21
2378087.70,1834124.90,27222.44,8.21
1103554.16,2097886.85,67445.13,7.74
264115.84,137711.48,1156.15,8.24
32681.13,4432.99,19145.28,7.99
76437.58,404724.38,13265.32,8.56
1138542.76,4042505.71,1156.15,6.97
44581.88,23483.33,19139.46,8.57
1051288.01,2496418.33,1156.15,7.56
273603.88,6188826.87,32608.61,11.05
2248.96,6658.65,1156.15,7.21
442727.99,402160.42,30538.95,9.96
3041545.86,2725251.53,2960.00,7.94
2248.96,29957.33,1156.15,6.75
407136.56,1016042.54,121513.56,8.16
136500.71,1455244.47,6227.00,8.94
5995069.25,18212694.11,722726.05,9.64
145519.67,2323398.33,61618.59,9.80
2248.96,85026.93,1156.15,7.08
74011.08,122834.13,58452.80,8.02
10685.37,2229.52,6671.14,8.31
2248.96,40475.10,18174.67,7.73
1240087.80,4133377.40,23640.85,8.69
8643.79,8730.31,10507.55,8.20
905863.20,270496.28,1156.15,9.59
637195.03,1052329.57,1156.15,9.00
2248.96,4540.59,1156.15,7.74
353339.26,2017660.65,185500.78,9.93
2248.96,38429.57,1156.15,7.94
2248.96,406912.02,15183.85,8.75
37866.29,500092.16,9397.76,9.63
1714554.43,6917933.87,68850.64,7.39
18242.55,78550.78,25839.85,9.13
3154686.36,1837620.57,15706.15,10.33
38674.44,2229.52,55610.94,10.32
2248.96,46857.89,11455.50,6.91
961333.07,367752.63,28630.26,9.60
37910.16,142162.20,4709.15,8.49
4163663.23,30569934.38,34752.31,6.52
2248.96,121033.98,1156.15,7.37
64728.16,2229.52,6671.15,8.76
2800169.79,4313220.44,193435.54,8.40
262747.00,374837.33,23830.08,9.53
2248.96,2229.52,1156.15,8.21
12182.01,91370.48,1156.15,9.57
7742075.03,31343683.31,20121.77,10.72
50255.42,82827.91,8565.69,9.20
10381.47,55337.90,7614.49,9.17
30468.53,42601.00,9537.59,8.32
2248.96,57492.13,1156.15,9.04
3860685.92,14166539.23,398657.55,9.20
2248.96,10875.37,5708.88,8.94
3559873.16,27979675.83,152615.57,9.76
2248.96,74380.43,14325.89,9.29
50165.16,449242.38,10372.90,8.60
18593.89,19326.79,6665.90,6.78
2134067.28,6716505.32,19012.88,7.73
4324317.75,1361992.70,14891.92,8.30
2248.96,42506092.04,3786988.36,8.08
4550133.22,8092984.30,1156.15,9.42
2541001.16,4155454.91,1156.15,8.22
3248317.07,9976931.15,73673.25,8.30
1475047.04,9608205.82,43078.67,8.98
463885.26,906324.59,9273.59,9.28
4684.34,2229.52,1156.15,8.54
34597.48,19253.30,20100.36,8.01
12031.32,116751.47,9514.93,9.71
338572.54,2522519.60,9739.18,8.87
730769.93,5349756.75,1156.15,8.05
5638530.19,23909824.73,408154.23,9.62
21243.00,608165.30,1156.15,9.37
2248.96,49019.88,1156.15,7.74
434847.92,27204.18,46966.80,9.62
2248.96,339194.34,1156.15,7.41
2248.96,4540.59,1156.15,7.57
3666878.53,12050398.64,1156.15,8.68
2248.96,260826.06,1156.15,9.30
2248.96,2229.52,5711.53,8.29
2248.96,2229.52,1156.15,9.43
12687.60,2229.52,5711.53,7.75
12690.68,2229.52,1156.15,7.01
32353.16,63804.11,3773.50,7.06
7617.56,1593072.19,1156.15,8.43
2248.96,27803.51,9542.11,8.97
2353159.67,241450.62,10436.41,7.68
89820.87,165423.30,1156.15,8.77
556350.53,838488.79,1156.15,7.57
2248.96,370965.27,1156.15,9.67
346955.33,2229.52,1156.15,9.67
3149565.28,11858166.23,1156.15,9.87
580347.07,5752278.75,13549.99,8.53
2248.96,2229.52,22984.40,8.05
2248.96,2229.52,1156.15,10.10
170773.45,8573.68,8588.39,9.75
2248.96,32075.39,1156.15,8.56
2248.96,29921.57,9541.47,7.65
2248.96,10793.62,24900.96,8.79
18676.77,2229.52,28742.03,8.01
2248.96,51118.54,5696.58,8.58
19419.17,222556.49,30593.84,6.57
2248.96,55285.18,22008.55,8.93
6685.93,2229.52,1156.15,7.99
1358892.85,6406018.28,497949.47,10.50
106246.92,91214.58,15280.35,7.81
2248.96,2599166.06,1156.15,10.35
6352.36,411190.62,3667.31,9.85
154666.04,25546.72,5704.39,7.87
2248.96,2229.52,1156.15,9.33
118843.96,2094936.76,1156.15,9.20
1048625.17,3313988.01,1156.15,8.52
516161.74,866064.30,1156.15,9.92
2392235.42,59298.51,1156.15,8.16
2248.96,15115.58,4747.98,9.24
658188.25,8948336.30,12573.09,8.12
2248.96,90981.59,94927.43,8.27
1341197.23,5008130.42,1156.15,10.53
32571.08,23487.37,21058.67,8.02
249291.07,3778294.74,84204.35,7.03
2248.96,2229.52,1156.15,8.32
2248.96,220582.88,1156.15,9.86
56600.88,21336.72,22978.53,8.44
6576.03,21480.56,1156.15,8.22
2248.96,212110.62,1156.15,7.52
3806145.82,23002326.98,576362.07,8.70
2248.96,2229.52,1156.15,8.17
2248.96,2229.52,1156.15,9.85
2475913.23,1179654.37,2472.82,9.75
60724.99,2229.52,6671.15,7.71
2248.96,2229.52,1156.15,9.24
953435.47,2229.52,1156.15,8.56
300880.74,2229.52,57530.23,8.79
2248.96,2229.52,1156.15,9.56
770504.19,139311.75,1831.21,8.22
109394.63,591038.36,22804.39,10.25
46388.17,57358.02,22007.91,7.15
1753932.14,3181952.23,1156.15,8.66
22393.58,55342.04,3776.08,8.27
116838.69,338991.08,20962.23,6.38
15312379.32,46715047.33,38453.83,10.67
2248.96,2229.52,1156.15,8.01
2248.96,591243.69,1156.15,9.79
2248.96,140096.54,1156.15,6.76
2248.96,2229.52,1156.15,8.25
28703.36,2229.52,1156.15,7.89
398548.28,80387.50,1156.15,8.84
84504.82,42505.20,19133.65,7.70
592704.00,429632.53,9419.29,6.75
58727.13,2229.52,1156.15,8.43
34030.26,121000.97,1156.15,8.29
1113245.20,401393.00,50690.84,6.97
5428833.65,11938041.08,98023.49,9.25
438357.05,1522738.64,1156.15,8.30
944533.97,3665662.59,6510.96,8.81
2444931.95,8698180.65,136438.28,7.90
1806864.34,2324088.41,1156.15,9.86
58317.79,67813.51,50792.80,8.02
9320.97,232968.96,74732.38,8.55
2248.96,2229.52,1156.15,8.14
4500887.45,3393082.87,1156.15,9.12
2248.96,2229.52,1156.15,6.43
2248.96,2229.52,12428.76,7.94
40687.56,6619.54,1156.15,9.15
2248.96,2229.52,2832.72,9.80
6685.93,2229.52,1156.15,9.40
2248.96,2229.52,17226.78,8.94
449572.81,1660348.34,12881.52,8.77
90493.21,398408.04,1156.15,8.90
220821.43,358005.03,7521.98,9.20
2248.96,84978.91,12403.45,8.54
30619.21,17220.02,1156.15,6.94
2248.96,23603.14,1156.15,10.05
168680.22,25551.88,1156.15,9.76
36160.40,449296.46,1156.15,8.60
16680.63,4525.89,1156.15,10.24
3005822.39,1619677.23,1156.15,10.55
41542.12,203451.13,35397.70,9.12
14670.12,4471.73,14347.26,9.41
390198.48,489098.80,19956.74,9.09
46340.74,68030.08,2812.60,8.00
2248.96,2229.52,1156.15,8.86
218272.65,101674.60,19115.56,9.99
75225.37,618700.67,1156.15,7.90
666555.20,814981.12,23695.55,8.15
74275.49,80615.95,24879.61,9.64
62354.55,68020.95,1156.15,7.89
68724.83,2229.52,16267.19,9.59
1601099.79,2254401.85,1156.15,9.24
9417945.44,12287508.11,143018.00,7.92
21102.36,281985.86,1156.15,9.10
167329.56,2007745.95,71311.09,8.62
2248.96,383673.63,1156.15,10.20
2776121.65,1530790.10,38830.39,10.09
4683.86,2229.52,1873.11,9.33
3387397.76,45554510.53,361235.03,10.26
2812752.28,2794030.65,319607.83,10.63
10689.10,2229.52,1156.15,6.78
2248.96,110443.67,1156.15,7.96
2248.96,203569.48,17165.21,8.43
988245.53,4059088.78,120583.42,8.71
2248.96,2229.52,1156.15,8.57
4107768.17,21031013.39,366811.66,9.01
237736.05,902354.14,1156.15,10.39
1890174.74,12276607.87,23071.00,8.26
720841.02,67131.89,52712.21,8.68
42683.46,2229.52,46974.51,8.32
647143.11,355277.86,48785.73,10.44
2248.96,27783.07,14340.13,9.95
2168311.14,173553171.91,945852.69,9.43
50662.93,4210.31,67125.48,10.42
174359.97,4638491.26,38840.10,10.26
804318.06,526859.96,6510.77,8.27
2248.96,216346.30,1156.15,8.46
2248.96,883524.92,3522.94,6.80
2248.96,8696.00,20103.58,8.67
10500153.81,24967108.21,650610.54,8.64
2248.96,2229.52,1156.15,8.69
14684.64,2229.52,12428.76,8.69
1098154.81,16727843.28,2909154.70,9.52
14425.27,49007.22,1156.15,7.41
18695.44,2229.52,1156.15,10.31
892706.96,3278139.87,1156.15,9.41
1137837.70,6268487.62,20109.42,8.32
32566.78,25654.48,9542.77,8.84
2248.96,2229.52,1156.15,8.52
44716.04,2229.52,1156.15,9.97
2248.96,2229.52,1156.15,10.47
87328.22,599528.87,23761.40,10.59
54503.27,38287.33,22013.74,7.67
13039.58,642038.96,6475.56,7.49
1207358.61,14418221.10,123174.66,9.45
329292.16,287913.32,27695.06,7.79
2248.96,828336.83,31368.29,7.62
88689.34,12924.89,1156.15,8.03
4882890.01,23431164.20,86833.69,10.18
2248.96,2229.52,2832.72,8.91
2837266.31,287486.13,26735.59,9.89
2248.96,2229.52,4751.93,7.39
2248.96,2229.52,1156.15,7.86
48501.91,33926.52,52722.36,10.13
4878.84,1722275.88,1156.15,10.23
78726.26,2229.52,25863.23,8.07
50419.31,46559.28,69991.35,8.42
2534365.70,7412646.54,86931.88,10.71
6206161.57,1999734.90,13737.39,10.04
26699.99,2229.52,3792.33,9.50
5921684.00,4822394.74,245098.44,8.89
4960195.60,11290635.08,41604.82,9.94
62591.85,25632.13,7623.57,9.33
166096.61,1136002.61,359458.33,9.85
2248.96,2229.52,1156.15,8.50
220548.42,1099028.31,76386.87,7.59
2248.96,29957.33,1156.15,9.76
3182735.61,420298.20,90988.36,8.86
2248.96,2229.52,1156.15,8.21
581736.77,1295799.20,38902.22,8.34
96749.55,1406586.01,2403.46,9.98
1538736.83,14469360.67,966649.68,9.35
1658045.16,341725.96,5607.75,9.63
6245404.46,10905998.10,33085.96,10.51
2248.96,2229.52,1156.15,10.07
2248.96,2229.52,1156.15,9.02
2248.96,2229.52,1156.15,6.69
2248.96,27701.33,33532.21,8.34
2248.96,2229.52,24903.61,8.22
583599.97,7958223.94,261412.79,9.23
4036998.32,77583152.51,811094.80,9.82
74540.29,36206.14,8579.94,9.04
2248.96,576401.89,4576.42,8.20
14101659.22,19295511.13,163906.39,10.24
100060.69,7841159.48,13871.11,7.56
2248.96,20363153.50,21558.87,8.24
14692.27,2229.52,1156.15,9.79
62680.82,10833.28,1156.15,9.53
1458841.95,1225089.60,20691.38,9.09
264890.36,2229.52,1156.15,7.37
2248.96,2229.52,1156.15,6.96
2248.96,2229.52,2832.72,7.87
6636.45,10890.25,1156.15,7.64
6678.95,2229.52,11469.15,7.74
48167.95,97648.21,10480.37,7.69
8289471.23,14680259.58,65518.42,8.58
2248.96,40547.64,1156.15,6.93
2248.96,2229.52,1156.15,8.07
478275.36,1539537.28,25393.28,7.32
668182.21,181779.80,1156.15,7.94
18859.10,324349.12,1156.15,8.38
1665829.32,30384.20,1156.15,7.30
2248.96,2229.52,1156.15,7.69
2248.96,2229.52,1156.15,7.19
390758.98,42267.48,1860.87,8.93
2248.96,44783.76,1156.15,7.88
2248.96,140096.54,1156.15,7.81
27344.15,1202306.41,738481.07,9.68
72543.73,36239.85,1156.15,8.34
2248.96,61728.25,1156.15,8.22
534810.71,52699.03,4736.49,8.75
75241.09,262787.66,20025.92,9.35
2248.96,2229.52,1156.15,9.32
5580462.52,30614732.44,119183.65,8.13
44267.78,80747.62,1156.15,8.04
56526.68,36228.54,7620.33,7.54
2248.96,2229.52,1156.15,8.83
2248.96,2229.52,1156.15,8.11
91724.96,5094122.46,1156.15,10.70
1797181.34,497813.29,124550.76,9.01
1165161.35,75258.73,27760.06,8.03
7434370.87,31892665.39,494957.24,9.56
1018950.32,25002791.79,5746.68,8.96
11768.51,2618151.75,12588.76,9.87
14686.09,2378.20,8590.28,9.24
443118.18,688222.36,1156.15,8.40
15782.03,512858.66,1156.15,8.78
210751.00,11554728.11,336122.10,8.45
2309729.27,836646.22,15052.50,9.54
16893.68,315802.28,19050.11,7.60
13171.17,3425139.30,9463.29,9.30
2616.17,12980.71,8587.04,7.44
62987.87,654577.96,34300.20,8.25
34550.84,25542.08,35452.08,7.43
2248.96,2422.53,1156.15,7.12
22571.34,21354.96,26816.93,7.74
378776.81,387493.08,8472.57,7.58
1777928.80,5249840.59,333251.21,8.56
989449.92,2229.52,22025.10,9.49
2248.96,2229.52,1156.15,7.52
504314.20,2935150.01,61431.60,8.44
222002.58,8503813.90,551046.02,8.00
2248.96,68082.44,1156.15,8.84
2248.96,2229.52,1156.15,9.89
31617.82,193017.11,1156.15,9.15
2248.96,27815.77,6663.30,8.66
869624.37,2058045.24,29073.21,9.65
14364.37,59594.47,1855.58,7.09
2248.96,2229.52,1156.15,9.10
958425.30,2985782.03,1156.15,9.41
2248.96,32075.39,1156.15,10.32
2248.96,2229.52,19145.98,9.97
74049.87,123078.34,1156.15,10.21
7085284.22,6829911.45,59281.53,9.06
1854944.89,4765926.65,52235.58,7.72
38706.90,2229.52,7630.75,9.49
6527.69,29952.81,1156.15,8.09
2248.96,733117.60,9326.53,8.65
18651.89,1410827.97,19675.01,10.52
91873.70,152579.04,32534.44,8.03
2248.96,620896.53,1156.15,7.78
78408.59,59488.49,11451.63,6.43
96208.73,93228.37,42148.60,8.19
108677.90,3175152.30,1156.15,9.78
2248.96,112561.73,1156.15,8.67
2248.96,396382.00,1156.15,7.07
10282133.37,14461265.28,283415.14,10.48
563599.55,1321373.14,6267.92,8.23
418420.79,2885872.25,214023.47,9.54
6467.27,40543.11,1156.15,7.37
24685.42,2229.52,22984.41,8.34
2248.96,38381.56,12417.69,8.28
2248.96,176103.59,1156.15,7.52
2248.96,80790.80,1156.15,8.09
2248.96,2229.52,1156.15,7.23
2928413.42,450511.89,19968.54,8.26
2248.96,212066.69,11405.00,9.26
10669.79,2229.52,29701.63,7.91
7933.74,480949.76,35312.88,7.77
598658.91,2875319.55,162208.17,7.20
2248.96,57492.13,1156.15,8.07
2248.96,57492.13,1156.15,8.60
439830.72,207266.03,39234.94,7.20
30551.82,27766.40,11461.33,7.80
298418.92,88950.25,3765.81,8.59
526651.28,3932769.35,51530.64,8.37
584058.55,893529.87,1156.15,8.05
6539.78,27834.74,1156.15,8.49
803873.22,2708402.22,17359.19,9.08
1070370.13,901349.38,38063.18,9.99
2248.96,53256.01,1156.15,9.78
4273551.96,10963215.25,1156.15,8.77
18695.44,2229.52,1156.15,9.39
175271.98,271158.19,20023.36,7.96
1796606.22,4471760.93,9143.38,9.30
2248.96,15130.90,1156.15,8.43
2248.96,82908.87,1156.15,7.85
2248.96,53256.01,1156.15,9.22
2248.96,29957.33,1156.15,10.75
2248.96,2229.52,1156.15,7.87
2248.96,731035.72,1156.15,9.10
230523.91,61495.86,1156.15,8.40
2248.96,2229.52,22984.40,8.82
2248.96,1989157.79,1156.15,11.16
567763.54,1293857.82,1156.15,8.03
757695.54,5030695.18,1305395.68,9.17
1598069.65,16117037.94,1156.15,8.32
142793.69,2229.52,1156.15,9.44
1494034.13,5206132.07,220031.48,9.44
2248.96,2229.52,1156.15,8.86
50663.04,10793.38,13385.73,9.08
642434.30,33337647.66,1009822.16,9.88
2248.96,70200.50,1156.15,9.12
12576.64,718113.45,47715.22,9.81
36449.51,44639.39,26809.82,10.30
236905.78,688122.32,73633.66,7.51
2248.96,2229.52,1156.15,6.38
30679.63,6629.71,1156.15,7.90
740657.81,459170.60,1156.15,8.07
25802.04,510730.43,1156.15,9.74
2248.96,2229.52,1156.15,8.89
2248.96,2229.52,1156.15,7.99
2248.96,10894.77,1156.15,8.03
68421.84,1107920.83,14009.98,8.50
1213823.63,8733696.83,48143.99,8.71
32265.98,78614.20,7607.38,8.81
2248.96,2229.52,1156.15,6.53
10197.36,84896.75,29676.32,7.25
732003.70,2325120.70,14597.53,6.96
30243.87,80681.15,20081.58,8.10
1076073.48,5156231.08,101056.01,7.55
2248.96,27750.38,22016.96,9.50
2248.96,2229.52,1156.15,9.16
1057668.41,1378081.81,1156.15,7.66
2248.96,2229.52,8590.34,8.43
4393.18,53253.52,1156.15,6.30
1438146.38,1697520.55,1156.15,9.14
7151.69,271409.81,1156.15,7.43
1159285.90,5669146.52,1156.15,7.45
2248.96,695028.69,1156.15,9.07
50719.65,2373.24,1156.15,7.70
1852647.95,1313655.61,18745.11,8.02
58727.13,2229.52,1156.15,8.14
3495464.54,5594244.00,120114.19,9.25
14667.11,2229.52,38338.06,9.62
30190.49,84733.35,63262.46,7.95
686098.35,4053393.38,38059.34,8.20
2232530.60,63073542.31,480628.51,9.49
594815.06,755613.75,55380.58,8.11
799513.40,317201.47,1156.15,9.08
1660231.69,15381526.39,110405.39,9.97
5905722.14,16760383.25,89832.27,9.99
2248.96,2229.52,1156.15,8.73
469318.98,1709095.60,1156.15,7.50
1213526.52,6683519.65,26699.78,6.95
388621.62,63356.12,23925.29,7.83
28693.14,2229.52,16267.18,7.43
346942.11,4190.19,1156.15,9.57
1802866.52,919825.63,1156.15,7.87
38021.35,123114.96,1156.15,7.80
2248.96,2229.52,1156.15,8.03
2550225.58,2185582.81,18478.60,9.79
24326.70,63685.54,33521.21,7.09
2248.96,106155.44,13356.58,7.03
2248.96,2229.52,1156.15,10.48
22440.36,44665.90,23931.00,8.05
14497.78,36298.85,1156.15,7.80
26670.13,2229.52,47934.10,6.47
2248.96,29786.69,41208.39,8.72
42664.97,10853.63,1156.15,8.50
21641844.76,17867353.50,1156.15,10.16
1255443.97,8407954.02,433044.21,6.93
2196247.20,2135186.10,1156.15,8.90
2248.96,180339.70,1156.15,7.32
450863.04,383215.40,1156.15,8.64
2248.96,2229.52,19145.98,8.68
18695.44,2229.52,1156.15,8.36
448130.60,3666101.77,21864.47,7.76
973379.59,11961.24,16264.18,7.99
68644.46,368774.49,1761.07,8.81
8647.43,6559.11,22983.04,9.06
7197183.41,42942728.10,501175.74,8.54
223332.39,262473.61,58410.12,10.37
1762896.34,4412354.96,40828.42,7.98
44536.32,1434079.79,24465.91,9.39
8336063.02,46503743.06,93215.77,9.16
2248.96,1424972.09,185681.94,8.80
2315317.39,2603106.51,508707.88,9.51
70548.56,34088.07,9540.19,8.91
156240.31,451273.03,5574.27,7.84
70736.64,2229.52,1156.15,8.30
1442821.98,1930501.23,1156.15,9.74
1255104.70,1153367.86,1156.15,8.77
2213477.28,2259684.83,105779.78,7.97
14684.80,2370.02,10509.49,6.87
486856.23,2141075.01,20411.40,8.51
48472.40,42517.29,24891.26,8.56
28227.21,84976.53,6645.83,7.86
32655.66,8660.94,21063.20,7.95
66591.13,25603.54,13381.20,7.73
2248.96,40389.26,38326.34,8.19
2248.96,461842.65,47793.55,7.77
567314.95,668969.32,16063.36,7.97
1306281.13,3050803.01,67153.86,6.65
2248.96,432389.03,1156.15,7.00
60728.72,2229.52,1156.15,6.67
24517.79,34170.62,1156.15,9.42
40711.73,2383.41,1156.15,7.11
32281.96,76520.66,1850.40,10.23
1778940.02,5113587.93,1156.15,9.35
5225480.74,4440757.30,5314.45,8.15
204842.81,2229.52,1156.15,7.51
2248.96,737389.92,1156.15,9.05
2248.96,57492.13,1156.15,9.15
12690.68,2229.52,1156.15,9.68
10445.14,44768.02,2819.71,8.11
204536.11,1107823.35,4413.98,9.67
2248.96,2229.52,1156.15,9.66
254361.67,93242.36,1156.15,8.32
445026.01,2229.52,11469.29,7.82
875646.14,304415.76,1156.15,8.18
52469.73,42476.44,33527.70,8.16
1662211.66,6529358.66,806903.82,9.63
18695.44,2229.52,1156.15,8.17
44683.74,2229.52,48893.72,7.47
96356.34,67827.99,38317.96,10.45
2248.96,2229.52,1156.15,6.96
2248.96,366729.12,1156.15,9.84
2248.96,2229.52,1156.15,8.00
18452.13,44763.97,1860.11,8.87
56280.20,76365.45,32557.73,7.81
1954492.53,1703183.21,39737.30,9.42
2248.96,2229.52,10509.55,7.56
2248.96,1946773.04,7036.36,8.13
2248.96,2229.52,1156.15,10.29
2248.96,2229.52,1156.15,8.04
258190.55,472288.58,19961.88,8.50
2248.96,93267.23,55583.03,6.99
2248.96,2229.52,1156.15,7.43
7176.82,262791.44,35379.56,8.84
3252.00,250123.93,26747.01,7.99
540684.97,76006.93,1156.15,7.66
4574.44,21482.59,1156.15,8.09
16656.46,8762.01,1156.15,8.07
570692.30,429690.67,1156.15,8.14
751070.98,29488503.20,142558.36,9.23
2248.96,46901.82,1156.15,10.06
1341697.02,4569693.35,1156.15,9.31
52310.37,74385.30,1156.15,8.64
22431.61,48999.08,1156.15,7.57
484104.53,520854.82,1156.15,8.18
86500.16,44658.01,10496.57,8.80
225720.03,6508557.81,66096.97,8.30
2248.96,2229.52,1156.15,9.66
147427.42,593210.70,1156.15,7.61
1666555.61,2709715.81,1156.15,7.96
2003184.17,11062859.73,21522.79,7.69
20670.33,4437.02,21064.49,9.29
2248.96,2229.52,31620.83,10.17
2248.96,2229.52,19145.98,9.05
2248.96,55374.07,1156.15,7.61
4684.34,2229.52,1156.15,10.17
5854541.57,8902871.53,1156.15,9.29
2248.96,40547.64,1156.15,8.85
2248.96,27839.27,1156.15,9.27
166331.54,788052.02,1156.15,8.56
84628.91,21345.02,14342.10,8.66
64517.69,38318.03,12417.71,8.37
84512.61,42554.24,7618.40,7.06
40712.87,2229.52,1156.15,8.39
3179147.08,1060335.96,1156.15,9.37
2248.96,2229.52,4751.93,8.24
19464.78,2319421.12,30912.52,7.28
2248.96,4443.52,23943.29,9.30
2248.96,2229.52,1156.15,7.72
2278860.90,3085915.32,45072.27,8.59
142452.16,59378.43,22007.30,10.89
647824.87,241086.46,5638.51,6.97
4883393.30,32820659.83,40781.58,9.01
492251.49,847026.12,1156.15,8.51
2248.96,154922.97,1156.15,7.39
64597.82,25657.68,1156.15,9.15
114174.26,103873.94,24872.50,9.72
734823.45,1477820.26,33088.97,8.97
26320.35,68021.82,9529.82,8.21
2248.96,252353.35,1156.15,8.56
1854364.38,311841.00,13293.71,8.31
26827.15,328488.24,21925.04,9.29
2248.96,34035.08,38328.29,7.76
690180.48,2990238.74,12475.03,9.33
2140317.59,19565756.52,734787.35,9.21
2248.96,2229.52,12428.76,6.74
92639.80,372989.28,1156.15,8.76
2248.96,2229.52,1156.15,10.06
2248.96,2229.52,1156.15,8.11
42311.37,421687.09,17098.54,7.73
2248.96,2229.52,1156.15,7.46
2248.96,2229.52,1156.15,7.50
2248.96,904716.77,1156.15,9.71
2604410.28,3212769.57,21043.43,8.92
4278896.23,10369898.44,60118.70,9.78
72856.70,330592.20,14247.58,11.06
421163.47,2431399.42,1156.15,9.88
76741.40,2229.52,1156.15,10.61
44716.04,2229.52,1156.15,8.52
30704.94,2229.52,1156.15,7.03
54311.96,74383.27,1156.15,8.52
102350.00,74334.44,1156.15,9.38
1779673.58,424225.67,1156.15,9.99
2248.96,2229.52,1156.15,7.96
1699465.24,449723.78,1156.15,8.15
2248.96,2229.52,1156.15,7.73
54713.74,2229.52,16267.19,8.80
2248.96,2229.52,25863.21,10.09
32533.13,32025.01,5702.41,9.40
278110.23,1188075.02,41813.95,7.63
40700.70,2229.52,19146.00,9.41
1569063.39,151204.23,2787.18,9.25
2248.96,55248.39,30644.98,9.41
2248.96,2229.52,1156.15,9.68
